,序号,学校名称,学校标识码,主管部门,所在地,办学层次,办学方式,countOfCity
1117,2462,昆明医科大学海源学院,4153013332,云南省教育厅,昆明市,本科,民办,20
1118,2463,云南艺术学院文华学院,4153013333,云南省教育厅,昆明市,本科,民办,20
1119,2464,云南工商学院,4153013909,云南省教育厅,昆明市,本科,民办,20
1120,2465,滇西科技师范学院,4153014092,云南省,临沧市,本科,公办,1
1121,2466,滇西应用技术大学,4153014623,云南省,大理市,本科,公办,1
1122,2517,西藏农牧学院,4154010693,西藏自治区,林芝市,本科,公办,1
1123,2518,西藏大学,4154010694,西藏自治区,拉萨市,本科,公办,2
1124,2519,西藏民族大学,4154010695,西藏自治区,咸阳市,本科,公办,7
1125,2520,西藏藏医药大学,4154010696,西藏自治区,拉萨市,本科,公办,2
1126,2524,西北大学,4161010697,陕西省,西安市,本科,公办,44
1127,2525,西安交通大学,4161010698,教育部,西安市,本科,公办,44
1128,2526,西北工业大学,4161010699,工业和信息化部,西安市,本科,公办,44
1129,2527,西安理工大学,4161010700,陕西省,西安市,本科,公办,44
1130,2528,西安电子科技大学,4161010701,教育部,西安市,本科,公办,44
1131,2529,西安工业大学,4161010702,陕西省,西安市,本科,公办,44
1132,2530,西安建筑科技大学,4161010703,陕西省,西安市,本科,公办,44
1133,2531,西安科技大学,4161010704,陕西省,西安市,本科,公办,44
1134,2532,西安石油大学,4161010705,陕西省,西安市,本科,公办,44
1135,2533,陕西科技大学,4161010708,陕西省,西安市,本科,公办,44
1136,2534,西安工程大学,4161010709,陕西省,西安市,本科,公办,44
1137,2535,长安大学,4161010710,教育部,西安市,本科,公办,44
1138,2536,西北农林科技大学,4161010712,教育部,咸阳市,本科,公办,7
1139,2537,陕西中医药大学,4161010716,陕西省,咸阳市,本科,公办,7
1140,2538,陕西师范大学,4161010718,教育部,西安市,本科,公办,44
1141,2539,延安大学,4161010719,陕西省,延安市,本科,公办,1
1142,2540,陕西理工大学,4161010720,陕西省,汉中市,本科,公办,1
1143,2541,宝鸡文理学院,4161010721,陕西省,宝鸡市,本科,公办,1
1144,2542,咸阳师范学院,4161010722,陕西省,咸阳市,本科,公办,7
1145,2543,渭南师范学院,4161010723,陕西省,渭南市,本科,公办,1
1146,2544,西安外国语大学,4161010724,陕西省,西安市,本科,公办,44
1147,2545,西北政法大学,4161010726,陕西省,西安市,本科,公办,44
1148,2546,西安体育学院,4161010727,陕西省,西安市,本科,公办,44
1149,2547,西安音乐学院,4161010728,陕西省,西安市,本科,公办,44
1150,2548,西安美术学院,4161010729,陕西省,西安市,本科,公办,44
1151,2549,西安文理学院,4161011080,陕西省,西安市,本科,公办,44
1152,2550,榆林学院,4161011395,陕西省,榆林市,本科,公办,1
1153,2551,商洛学院,4161011396,陕西省,商洛市,本科,公办,1
1154,2552,安康学院,4161011397,陕西省,安康市,本科,公办,1
1155,2553,西安培华学院,4161011400,陕西省教育厅,西安市,本科,民办,44
1156,2554,西安财经大学,4161011560,陕西省,西安市,本科,公办,44
1157,2555,西安邮电大学,4161011664,陕西省,西安市,本科,公办,44
1158,2556,西安航空学院,4161011736,陕西省,西安市,本科,公办,44
1159,2557,西安医学院,4161011840,陕西省,西安市,本科,公办,44
1160,2558,西安欧亚学院,4161012712,陕西省教育厅,西安市,本科,民办,44
1161,2559,西安外事学院,4161012713,陕西省教育厅,西安市,本科,民办,44
1162,2560,西安翻译学院,4161012714,陕西省教育厅,西安市,本科,民办,44
1163,2561,西京学院,4161012715,陕西省教育厅,西安市,本科,民办,44
1164,2562,西安思源学院,4161013121,陕西省教育厅,西安市,本科,民办,44
1165,2563,陕西国际商贸学院,4161013123,陕西省教育厅,咸阳市,本科,民办,7
1166,2564,陕西服装工程学院,4161013125,陕西省教育厅,咸阳市,本科,民办,7
1167,2565,西安交通工程学院,4161013569,陕西省教育厅,西安市,本科,民办,44
1168,2566,西安交通大学城市学院,4161013677,陕西省教育厅,西安市,本科,民办,44
1169,2567,西北大学现代学院,4161013678,陕西省教育厅,西安市,本科,民办,44
1170,2568,西安建筑科技大学华清学院,4161013679,陕西省教育厅,西安市,本科,民办,44
1171,2569,西安财经大学行知学院,4161013680,陕西省教育厅,西安市,本科,民办,44
1172,2570,陕西科技大学镐京学院,4161013681,陕西省教育厅,咸阳市,本科,民办,7
1173,2571,西安工商学院,4161013682,陕西省教育厅,西安市,本科,民办,44
1174,2572,延安大学西安创新学院,4161013683,陕西省教育厅,西安市,本科,民办,44
1175,2573,西安电子科技大学长安学院,4161013685,陕西省教育厅,西安市,本科,民办,44
1176,2574,西安汽车职业大学,4161013738,陕西省教育厅,西安市,本科,民办,44
1177,2575,西安明德理工学院,4161013894,陕西省教育厅,西安市,本科,民办,44
1178,2576,西安信息职业大学,4161014030,陕西省教育厅,西安市,本科,民办,44
1179,2577,长安大学兴华学院,4161014034,陕西省教育厅,西安市,本科,民办,44
1180,2578,西安理工大学高科学院,4161014041,陕西省教育厅,西安市,本科,民办,44
1181,2579,西安科技大学高新学院,4161014042,陕西省教育厅,西安市,本科,民办,44
1182,2580,陕西学前师范学院,4161014390,陕西省,西安市,本科,公办,44
1183,2621,兰州大学,4162010730,教育部,兰州市,本科,公办,17
1184,2622,兰州理工大学,4162010731,甘肃省,兰州市,本科,公办,17
1185,2623,兰州交通大学,4162010732,甘肃省,兰州市,本科,公办,17
1186,2624,甘肃农业大学,4162010733,甘肃省,兰州市,本科,公办,17
1187,2625,甘肃中医药大学,4162010735,甘肃省,兰州市,本科,公办,17
1188,2626,西北师范大学,4162010736,甘肃省,兰州市,本科,公办,17
1189,2627,兰州城市学院,4162010737,甘肃省,兰州市,本科,公办,17
1190,2628,陇东学院,4162010738,甘肃省,庆阳市,本科,公办,1
1191,2629,天水师范学院,4162010739,甘肃省,天水市,本科,公办,1
1192,2630,河西学院,4162010740,甘肃省,张掖市,本科,公办,1
1193,2631,兰州财经大学,4162010741,甘肃省,兰州市,本科,公办,17
1194,2632,西北民族大学,4162010742,国家民委,兰州市,本科,公办,17
1195,2633,甘肃政法大学,4162011406,甘肃省,兰州市,本科,公办,17
1196,2634,甘肃民族师范学院,4162011561,甘肃省,甘南藏族自治州,本科,公办,1
1197,2635,兰州文理学院,4162011562,甘肃省,兰州市,本科,公办,17
1198,2636,甘肃医学院,4162011805,甘肃省,平凉市,本科,公办,1
1199,2637,兰州工业学院,4162011807,甘肃省,兰州市,本科,公办,17
1200,2638,兰州石化职业技术大学,4162016209,甘肃省,兰州市,本科,公办,17
1201,2639,兰州工商学院,4162013511,甘肃省教育厅,兰州市,本科,民办,17
1202,2640,兰州资源环境职业技术大学,4162016208,甘肃省,兰州市,本科,公办,17
1203,2641,兰州博文科技学院,4162013514,甘肃省教育厅,兰州市,本科,民办,17
1204,2642,兰州信息科技学院,4162013515,甘肃省教育厅,兰州市,本科,民办,17
1205,2670,青海大学,4163010743,青海省,西宁市,本科,公办,4
1206,2671,青海师范大学,4163010746,青海省,西宁市,本科,公办,4
1207,2672,青海民族大学,4163010748,青海省,西宁市,本科,公办,4
1208,2673,青海大学昆仑学院,4163013674,青海省教育厅,西宁市,本科,民办,4
1209,2682,宁夏大学,4164010749,宁夏回族自治区,银川市,本科,公办,6
1210,2683,宁夏医科大学,4164010752,宁夏回族自治区,银川市,本科,公办,6
1211,2684,宁夏师范学院,4164010753,宁夏回族自治区,固原市,本科,公办,1
1212,2685,北方民族大学,4164011407,国家民委,银川市,本科,公办,6
1213,2686,宁夏理工学院,4164012544,宁夏回族自治区教育厅,石嘴山市,本科,民办,1
1214,2687,宁夏大学新华学院,4164013325,宁夏回族自治区教育厅,银川市,本科,民办,6
1215,2688,银川能源学院,4164013820,宁夏回族自治区教育厅,银川市,本科,民办,6
1216,2689,银川科技学院,4164014200,宁夏回族自治区教育厅,银川市,本科,民办,6
1217,2702,新疆大学,4165010755,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1218,2703,塔里木大学,4165010757,新疆生产建设兵团,阿拉尔市,本科,公办,1
1219,2704,新疆农业大学,4165010758,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1220,2705,石河子大学,4165010759,新疆生产建设兵团,石河子市,本科,公办,1
1221,2706,新疆医科大学,4165010760,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1222,2707,新疆师范大学,4165010762,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1223,2708,喀什大学,4165010763,新疆维吾尔自治区,喀什地区,本科,公办,1
1224,2709,伊犁师范大学,4165010764,新疆维吾尔自治区,伊犁哈萨克自治州,本科,公办,1
1225,2710,新疆财经大学,4165010766,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1226,2711,新疆艺术学院,4165010768,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1227,2712,新疆工程学院,4165010994,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1228,2713,昌吉学院,4165010997,新疆维吾尔自治区,昌吉回族自治州,本科,公办,1
1229,2714,新疆警察学院,4165012734,新疆维吾尔自治区,乌鲁木齐市,本科,公办,10
1230,2715,新疆理工学院,4165013558,新疆维吾尔自治区,阿克苏地区,本科,公办,1
1231,2716,新疆农业大学科学技术学院,4165013559,新疆维吾尔自治区教育厅,乌鲁木齐市,本科,民办,10
1232,2717,新疆第二医学院,4165013560,新疆维吾尔自治区,克拉玛依市,本科,公办,1
1233,2718,新疆科技学院,4165013561,新疆维吾尔自治区,巴音郭楞蒙古自治州,本科,公办,1
1234,2719,新疆政法学院,4165013628,新疆生产建设兵团,图木舒克市,本科,公办,1
1235,2720,新疆天山职业技术大学,4165013727,新疆维吾尔自治区教育厅,乌鲁木齐市,本科,民办,10
